à la mode    édzam énga lorang
en mangeant, ils    Béédzi
parlez    kobeghâne
parlons    nkobeghâne
ne parle pas    ke kobe
ne parlons pas    bitagha kobe
ne parlez pas    ke kôbane
ne te courbe pas    ke burbe
ne nous courbons pas    bitagha kurbe
ne vous courbez pas    ke kurbâne
ne cloue pas    ke domle
ne clouons pas    bitagha domle
ne clouez pas    ke domlâne
mange    dza
mange    dzakh
mangeons    ndzâne
viens    za
viens    zakh
bois    gna
bois    gnakh
mangez    dzâne
mangeons    bidzâne
venez    zâne
buvez    gnâne
venons    bizuâne
buvons    bignâne
ne parle pas    ke kobe
ne parlons pas    bitagha kobe
ne parlez pas    ke kobâne
ne te courbe pas    ke burbe
ne nous courbons pas    bitagha kurbe
être surpris    avongbe
se pencher    akurbe
se courber    akurbe
se recroqueviller    akulbe
clouer    adomle
ne regarde pas    ke deghe
ne regardons pas    bitagha deghe
ne regardez pas    ke deghâne
ne regarde pas    otagha deghe
ne regardons pas    bitagha deghe
ne regardez pas    minetagha deghe
manger    adzi
ne mange pas    ke dzi
ne mangeons pas    bitagha dzi
ne mangez pas    ke dziâne
venir    azu
ne viens pas    ke zu
nous ne venons pas    bia zu ki
ne venez pas    ke zuâne
boire    agnu
ne bois pas    ke gnu
ne buvons pas    bitagha gnu
ne buvez pas    ke gnuâne
il ne sait pas cuisiner    ane ke yem yame
elle ne sait pas cuisiner    ane ke yem yame
il mangea copieusement sans se rassasier    anga dzi abüign ke dzègn
ne te douche pas.    ke wobâne mendzim
ne fais pas cela    ke bo nale
ne sois pas têtu    ke bo melo
ne mange pas vite.    ke dzi avó
n’aie pas peur    ke ko wóng
ne cours pas.    ke mare
Mba voyage sans son porte-monnaie.    Mba ake ékena keghe ékpwokítt
je vis sans argent ni maison.    ma nîng keghe miang, ke nda
bois maintenant    gnakh éto dzi
buvons maintenant    bignaghâne éto dzi
buvez maintenant    gnaghâne éto dzi
bois d’abord    targhe gnu
ne bois pas d’abord    ke tare gnu
buvez d’abord    targhâne gnu
ne buvez pas d’abord    ke targhâne gnu
bois d’abord    beng gnu
ne mange pas d’abord    Ke beng gnu
buvons d’abord    bibenghâne gnu
ne buvons pas d’abord    Bitagha beng gnu
buvez d’abord    benghâne gnu
ne buvez pas d’abord    Ke benghâne gnu
commencer    assum
déjà    abema
des lustres    abema
longtemps    abema
encore    angen
laisser    alighe
tu m’as laissé en train de pleurer.    olighe mayi
tu m’as laissé en train de manger.    olighe madzi
Messole boit beaucoup.    Messole abira gnu
Mba vient en France pour la dernière fois.    Mba assuglane zu Fala
Messi cherche encore de l’argent.    Messi abera dzeng miang
bien    atugha
savoir    ayem
connaître    ayem
mal    adzime
volontiers    abame
au lieu de    avane
vite    adzigha
bien que    afang
quoique    afang
quand même    afang
ne pas pouvoir faire une chose    avor
être incapable de    avor
si je désobéis à mes parents, je risque de souffrir durant toute mon existence.    me kagha biane tare ye nane, me za yén mindzúkh a si
une fois je t’ai vu.    ayén menga yén wa
une fois j’ai mangé.    adzi menga dzi
une fois je t’ai aimé.    édzing menga dzing wa
lorsque je t’ai appelé.    alèè menga lè wa
une fois je t’ai parlé.    nkobe menga kobe wa
une fois je suis arrivé du voyage.    niane menga so ékena
une fois j’ai acheté une voiture.    niane menga sôme metua
Akomo aime Nseghe.    Akomo adzing Nseghe
Akomo est amoureux de Nseghe.    Akomo adzing Nseghe
j’aime les chiens    magnegh be nvú
j’aime sucer les mangues.    magnegh maya mendôkh
je t’aime    magnegh wa
je t’aime    madzing wa
se purger    abobane
se quereller    awomane
se donner la mort    ayüibane
se consulter    adegbane
se marier    alughane
s'affronter    ayirane
se marier    alughane
se faire des adieux    ayagane
se tuer    ayübane
nous nous aimons    Biadzingane
vous vous aimez    Minadzingane
elles s’aiment    Badzingane
ils s’aiment    Badzingane
nous ne nous aimons pas    Baâdzingane ki
vous ne vous aimez pas    Minaâdzingane ki
elles ne s’aiment pas    Baâdzingane ki
ils ne s’aiment pas    Baâdzingane ki
je peux travailler    mene sègn
je peux manger    mene dzi
nous pouvons conduire la voiture en mangeant aussi.    bine duru metua biédzi fe
il peut pleuvoir à l’instant même.    nveng éne nong éto dzi
puis-je te poser une question ce soir ?    ye mene we sili nsili égôgh gni ?
je suis    mene
tu es    one
elle est    ane
il est    ane
nous sommes    bine
vous êtes    mine
elles sont    bene
ils sont    bene
je ne suis pas    messe ki
tu n’es pas    osse ki
elle n’est pas    asse ki
il n'est pas    asse ki
nous ne sommes pas    bisse ki
vous n’êtes pas    minesse ki
elles ne sont pas    besse ki
ils ne sont pas    besse ki
je suis même    menene
je ne suis même pas    messesse ki
tu es même    onene
tu n’es même pas    ossesse ki
il est même    anene
il n’est même pas    assesse ki
nous sommes même    binene
nous ne sommes même pas    bissesse ki
vous êtes même    minene
vous n’êtes même pas    minessesse ki
ils sont même    benenen
ils ne sont même pas    bessesse ki
je suis même    metoto
je ne suis même pas    métoto ki
tu es même    ototo
tu n’es même pas    wétoto ki
il est même    atoto
il n’est même pas    étoto ki
nous sommes même    bitoto
nous ne sommes même pas    biétoto ki
vous êtes même    minetoto
vous n’êtes même pas    minétoto ki
ils sont même    betoto
elles ne sont même pas    bétoto ki
j’étais    membe
je n’étais pas    mémbe dia
je fus    membe
je ne fus pas    mémbe ki
j’ai été    meva küign
je n’ai pas été    méndze dia küign
je serai    mayeke
je ne serai pas    maâye ke
je vais être    mazu tobe
je ne vais pas être    maâzu dia tobe
je serai toujours    maye totobe
je ne serai pas toujours    maâye dia totobe
j’avais été    membe-ne
je n’avais pas été    mémbe-ne dia
j’eus été    membe-ne
je n’eus pas été    mémbe-ne dia
j’aurai été    mengaye tobe
je n’aurai pas été    Méngaye ki tobe
je serais    Mene küign
je ne serais pas    messe dia küign
tobeghe    sois
bitobeghâne    soyons
soyez    tobeghâne
ne sois pas    ke tobe
ne soyons pas    bitagha tobe
ne soyez pas    ke tobeghâne
que je sois    na meküign
que je ne sois pas    na metagha küign
que je fusse    na menga küign
que je ne fusse pas    na ménga ki küign
je tiens son bras    mebele gne énam
j’ai    mebele
je n’ai pas    mébele dia
tu as    obele
tu n’as pas    wébele dia
il a    abele
il n’a pas    ébele dia
nous avons    bibele
nous n’avons pas    biébele dia
vous avez    minebele
vous n’avez pas    minébele dia
ils ont    bebele
ils n’ont pas    bébele dia
j’ai même    mebelebele
je n’ai même pas    mébelebele dia
tu as même    obelebele
tu n’as même pas    wébelebele dia
il a même    abelebele
il n’a même pas    ébelebele dia
nous avons même    bibelebele
nous n’avons même pas    biébelebele dia
vous avez même    minebelebele
vous n’avez même pas    minébelebele dia
elles ont même    bebelebele
ils n’ont même pas    bébelebele dia
le son    édung
un bruit    édung
agitation    abegle
le bruit    zoghe
mouvement    alugha
vacarme    onghengame
bruit    ongamlane
bruit    messokh
offrande    éveve’e
cadeau    atôme
feu de paille    nduane mimbop
feu de paille    ve édung-édung
feu de paille    kâ dzam été bivugha
feu de paille    ayokh fefègn
pleuvoir    anong
falloir    ayiane
neiger    aku étam minkud
échoir    akwane
il pleut    anong
il ne pleut    aânong ki
il pleut même    anônong
il ne pleut même pas    aânônong ki
il pleuvait    anga nônong
il ne pleuvait pas    énga ki nônong
il pleuvra    aye nong
il ne pleuvra pas    aâye ki nong
il va pleuvoir    azu nong
il ne va pas pleuvoir    aâzu ki zu nong
il pleuvra toujours    aye nônong
il ne pleuvra pas toujours    aâye ki nônong
il faut que je vienne.    mayiane zu
il faudra que je vienne.    maye yiane zu
il va falloir que je parte.    mazu yiane ke
il faut travailler    assègn
il faut dire la vérité    akobe bebela
il faut manger pour vivre    adzi na onîng
bien que je mange    mefang dzi
même si je mange    atoghe madzi
quoique je mange    mbene madzi
poignarder    adzii
être poignardé    adziibane
prendre    agnong
être pris    agnongbane
manger    adzi
être mangé    adzibane
plier    anigh
être plié    anighebane
demander    assile
être demandé    assilebane
voir    ayén
être vu    ayénebane
vouloir    akome
être arrangé    akomebane
avoir un titre    abeler nkông
faire du bruit    abo abegle
faire du bruit    abo édung
vivre    abo éning
travailler    abo essègn
faire des fétiches    abo mebiang
refuser de faire quelque chose    abo metep
faire le têtu    abo melo
créer des problèmes    abo mintiè
faire des problèmes    abo mintiè
forcer    abo mpwèm
faire des caprices    abo nkadang
tenir fermement    abo okofett
immobiliser    abo okofett
neutraliser    abo okofett
faire des commérages    abo otéé
abuser    abo ozôrbe
envier    abo zokh
faire le jaloux    abo zokh
se coucher    abôme si
porter les chaussettes    abwar bessitokh
se vêtir    abwar bitô
se chausser    abwar mengôp
mettre le tricot    abwar simanga
réussir aux examens    adang nkatt
pagayer    adukh bial
vagabonder    adzeng étobga
manipuler les sentiments de quelqu’un    adzi nnem
faire des acrobaties    afenegane nkum
aimer faire des caprices    agnegh minkilane
aller en prison    agni mimbokh
régler un différend    akale étom
sortir en vampire    ake ambwô’ô
mourir (aller chez les Ancêtres)    ake bekône
aller chez autrui    ake bimmo
aller en voyage    ake ékena
coucher ensemble    ake binong
aller en mariage par rapt    ake mebom
courir    ake mbí
aller chasser    ake nsôm
devancer    ake ossû
couper les cheveux    akîgh essí
faire des acrobaties    akingane kuandok
danser le gaulle    akinglane gaulle
tourner en vain    akip ongam
murmurer    akobe beya-beya
téléphoner    akobe nkoo
parler bas    akobe si
parler haut    akobe yôp
dormir    ake ôyo
avoir peur    ako wóng
crier    akogh ébil
pleurer très fort    akogh ébil
tomber    aku si
éjecter    akulu atane
mettre dehors    akulu atane
se fiancer de façon traditionnelle    akulu dzangane
donner de l’argent lors d’un retrait de deuil    akur ab’ông
taper sur une lamelle de balafon ou xylophone    akur andzáng
s’agenouiller    akúr mebong
sortir en vampire    akur nkùkh
sortir en vampire    akur édzefokh
jouer au tam-tam    akur nkuú
faire l’amour    akur nfine
appeler le monstre (pour effrayer les enfants)    alèè kôkoo
raconter    alèè minláng
papoter    alèè minláng
rester    aligh ônvus
pousser des cris de joie    along oyenga
siffloter    along vióng
lancer un mauvais sort    alum éluma
lancer un mauvais sort    alum nsóng nvele
scarifier    akpwele nváng
se taire    assi évó
abuser    assi ngüii
réunir les gens pour régler un problème    assulane medzô
être dans la merde    atebe mindzúkh été
avoir des remords    atiè a nnem
avoir des soucis    atiè a nnem
froncer le visage    atsine otare assú
valoriser    atobe mebun
s’asseoir    atobe si
bénir    avá metégn
donner tort à quelqu’un    ave bidzô
donner un coup de main    ave kugna
prodiguer des conseils    ave melebga
avoir soif    awokh évé’é
aimer les balancements d’un véhicule    awokh megnekh
avoir mal    awokh mintègn
avoir faim    awokh zègn
écouter la musique    awokh mezikh
prendre un bain rituel    awobane étókh
souffrir    awu éndagle
mourir de misère    awu éndagle
souffrir    awu mindzúkh
souffrir de douleur    awu mintègn
marcher vite    awulu avó
marcher    awulu mebo
marcher lentement    awulu otóng
supporter    ayem gnû
être fort    ayem mebo si
rêver    ayén bilèè
rêver    ayén biye-yem
rêver    ayén ndem
tristesse    éyüign
pleurer    àyí
se mettre à pleurer    àlóng
sangloter    akule migh o misse
sangloter    akogh bibíl
soupirer    agnamele dzam
soupirer    akome dzam
décevoir    assile asse o sí
déprimer    assule
être déprimé    akpwo atekh gnû
affliger    adzimle ngu’u
être affligé    adzimle ngu’u
émouvoir    ave nnem nvègn
bouleverser    ave nnô mintègn
bouleverser    adzimle ken
s’apitoyer sur    aküè dzam éngongô
réconforter    afôle nnem
consoler    afôle nnem
avoir la nostalgie    abira simane dzam
déception    mintègn
blessure    mintègn
mal du pays    éyüign
mal du pays    assimane si
mélancolie    éyüign
nostalgie    ossimane
pensée    ossimane
peine    mintègn
douleur    mintègn
chagrin    mintègn
souffrance    mindzúkh
avoir un échec    avus dzam
malchance    àbira
mauvaise nouvelle    mbéa fuègn
malheur    mbéa fuègn
décès    awú
la mort    awú
avoir un décès    abele awú
larme    mighe
sanglot    mighe
soupir    nvebe
autrefois    okua
autrefois    éngheng okua
autrefois    égheng tul
autrefois    oto’o
autrefois    melú ônvús
quand    ngheng fe
quand    oden
quand    éyòng vé
avant tout    ossua
d’abord    ossua
avant tout    ossussua
d’abord    ossussua
avant tout    ossu nzok
d’abord    ossu nzok
après    nden
plus tard    melú ossu
le matin    kíkírí
la matinée    kíkírí
le matin    kir’asse
de bonne heure    ékuna
tôt le matin    ékuna
de bonne heure    nkun kírí
tôt le matin    nkun kírí
de bonne heure    ékuna kíkírí
tôt le matin    ékuna kíkírí
au crépuscule    melen me kírí
au crépuscule    kírí énto melen
le soir    gôghasse
la soirée    gôghasse
la nuit    alú
nuitamment    alú se
à minuit    azang
à minuit    zang alú
à minuit    mezang melú
le jour    omos
la journée    omos
à midi    zang omos
en plein jour    zang omos
à midi    zé mo
à midi    zé mo bibam
à midi    mbàm omos
en plein jour    mbàm omos
jamais    ka éyòng dza
aujourd’hui    émû
aujourd’hui    édzô di
maintenant    éngheng gni
tout de suite    éto dzi
tout de suite    éto ébién dzi
sur le champ    éti évor’éto
demain    òkírí
du jour au lendemain    òkírí y’òódzane
du jour au lendemain    kírí nlenane mos ossa
demain matin    òkírí kíkírí
après demain    kírí te
le jour suivant    kírí te
demain soir    òkírí gôghasse
hier    angôghe
hier    ôngôghe
avant-hier    òódzan
après-demain    òódzan
tous les jours    melú messe
tous les jours    melú messesse
chaque fois    kom esse
toujours    kom esse
chaque fois    éyòng esse
à chaque fois    éyòng esse
toujours    éyòng esse
à chaque fois    biyòng bisse
chaque fois    gheng esse
à chaque instant    tam esse
de temps en temps    biyòng bizing
quelquefois    biyòng bizing
chaque soir    gôghe esse
chaque soir    mengôghe messe
chaque soir    mengôghe messesse
où ?    evé ?
où ?    vé ?
ici    eva
ici    vale
ici    va
là    okô
là-bas    eli
là-bas    éfa li
près    bégn
près    bébégn
loin    oyáp
loin    oyó
loin    oyá
dedans    étiala
dedans    étalà
en haut    ayô
en haut    yôp
en bas    e si
en bas    a si
devant    ossu
derrière    ônvús
de l'autre côté    ayatt
de l’autre côté    ayar
en amont    okü
au nord    okü
au nord    oküign
en aval    nkégn
au sud    nkégn
au même endroit    vôm mbo
au même endroit    vôm mbokh
partout    vôm asse
vers    éfa
comment ?    na ?
comment ?    na ndzé ?
aussi    fe
ainsi    nale
c'est exact    nale
ainsi    ane na
c’est exact    ane na
ainsi    nâ
c’est exact    nâ
bien    nvègn
bien    mbeng
beau    mbeng
belle    mbeng
mal    abé
vite    avôô
lentement    oteghetekh
surtout    dangdang
à plus forte raison    ngahane
un peu    avitsang
un peu    tsaktsakh
un peu    tsetsakh
beaucoup    abüign
trop    ndang
assez    nkuha
combien ?    tang na ?
combien ?    abima vé ?
oui    yaâ
oui    ohôô
oui    nale
oui    ndé fe
non    koko
non    kagha
non    mômô
vraiment    fogh nale
peut-être    ngheng ézing
peut-être    éyòng zing
peut-être    ngôghe
c'est faux    minâ
pas du tout    keghe dzôm
pas du tout    minâ wawu
pas du tout    kaâ dzôm
à    e
vers    e
de chez    e
à    a
vers    a
de chez    a
de    ya
à    ya
en compagnie de    ba
avec    ba
chez    ébe
auprès de    ébe
parmi    ébe
avec    ye
par    ye
au moyen de    ye
sans    ke
sans    keghe
depuis    ni
excepté    ve
excepté    va
sauf    va
devant tout le monde    messu me bot
devant moi    assu dam
derrière moi    é ônvús dzam
pour tout le monde    akal bot besse
pour moi    akal dam
pour vous    akal denane
derrière toi    nvu nvu dzüa
devant Dieu    assu Zame
sous    assi
sous    essi
sur    ayô
sur    eyô
dans    été
dans    ala
sur    ala
derrière    ayátt
de l’autre côté    ayátt
avant    ônvús
après    ossu
pour    akal
près    bebégn
loin    ôyap
dans l’école    a sikolo été
sur l’autre rive opposée    aya tala
sur le toit    andzii ayô
derrière le w-c    édukh ayátt
près de l’église    bebégn essulane
à mi-chemin    e zen zang
si tu ne manges pas, alors tu n’as pas faim.    nghe waâdzi ki, wena waâwokh ki zègn
ainsi que nous en sommes convenus, ainsi aussi nous ferons.    ane binga yagane, nale fe biaye bo
lorsque    abong
quand    abong
lorsque    éyòng
quand    éyòng
lorsque    tám
quand    tám
lorsque j’aurai de l’argent, je mangerai du riz.    éyòng maye bele miang maye dzi oles
ainsi que    ane
de même que    ane
depuis que    nté ane
tant que    nté ane
je vois combien il travaille dure.    mayén anvál ane abo essègn ngû
tu m’aimes de la même façon que je t’aime.    wadzing ma ane fe madzing wa
depuis que je suis revenu du voyage, tu es incapable de venir me voir.    nté ane messo ékena, wavor me zu yén
il fut malade et mourut.    anga kon ane anga wu
nous dansâmes, et puis nous bûmes, puis nous nous aimâmes, après nous nous mariâmes, nous eûmes beaucoup d’enfants, nous vieillîmes ensemble et ensuite nous mourûmes tous les deux.    binga dzem, ane binga gnu, ane binga dzinghâne, ane binga lughâne, ane binga biègn boan, ane binga yòmbe nsàmá, ane binga wu be bègn
après cela il partit.    ni vale anga ke
depuis que j’ai bu l’eau d’Étam Ntangane, j’ai la diarrhée.    ane megnu mendzim meye Étam Ntangane matü abum
les gens me poursuivirent alors je me cachai derrière un buisson.    bot benga dzirane ma ane menga sob atsine obut ônvús
je dis que est-ce que tu me détestes.    madzô na ye wavine ma
je pense que    massimane na
je pense que    metâ na
je crois que    mabune na
je veux que    makôme na
j’ai dit que    meghe na
tu as dit que    weghe na
elle a dit que    gneghe na
nous avons dit que    bieghe na
vous avez dit que    mieghe na
elles ont dit que    beghe na
je veux que tu viennes à la maison pour que tu manges de la viande.    makôme na ôzu a nda, na ôzu dzi tsít
sinon    ke na
à moins que    ve na
sauf    ve na
seulement    ve na
quand    ve na
car    toghe na
parce que    toghe na
afin que    ebo na
pour que    ebo na
afin que    eyi na
pour que    eyi na
c’est-à-dire    éne na
c’est que    éne na
c’est-à-dire    ane na
c’est que    ane na
alors    we na
ensuite    we na
c’est ainsi    nale
c’est comme cela    nale
c’est comme je dis    nale
voici    nale
c’est ainsi    ane
comme ci comme ça    ane ossi ane okal
comme ci comme ça    nka silba
tourner en bourique    abo nka silba
tourner en ridicule    abo nka silba
Mvome et Alloghe luttent.    Mvome ye Alloghe bassìng
je mangeai de la viande, je mangeai aussi des légumes.    menga dzi tsít, menga fe dzi bilogh
je sais ce que je dis voilà pourquoi je vous réitère encore de le laisser.    Mayem édzam madzo, éde mabera mina baglane na dzoghâne gne
vous me méprisez, et quand je serai mort, alors vous le regretterez.    mina biane ma, éyòng maye wu, été gne minaye dzobane
donc tu es un mauvais type.    nde one mbéa mot
tu m’appelas or tu n’étais pas à l’école.    onga lèè ma ndoghe wémbe ki a sikolo
tu injuries d’abord ton père à plus forte raison moi.    watare tâ essô, ngaghane ma
tu es d’abord cruel avant de travailler, combien plus lorsque tu travailleras    watare bo nghett keghe na ossègn, ngaghane éyòng waye sègn
viens seulement    sigha zu
regarde seulement    sigha yén
mange seulement    sigha dzi
parle seulement    sigha kobe
fais seulement    sigha bo
prend seulement    sigha gnong
marche seulement    sigha wulu
danse seulement    sigha dzem
supporte seulement    sigha zôm
tu veux cette voiture, ou bien celle-là.    wakôme metua gni, nghe ki égnina
si je parle seul, c’est que j’ai des soucis.    nghe makobe étam, wena mebele bidza bi nnem
il a de bonnes idées, mais la boisson le dérange.    àbele mbeba ossimane, nghe meyokh mandegle gne
je n’aime aucune de ces couleurs, ni le blanc, ni le noir.    nghe nfume, nghe nsut, maâgnegh dia minsine mite
puisse-t-il pleuvoir demain.    ngogh nveng danong òkírí
pitié de moi.    ngogh ma
même s’il n’y a pas d’emplois au Gabon, il reste mon pays.    mbene Gabon ane kaâ bissègn, ane ve é si dzam
je vais épouser Nyiangone, même si je n’ai pas encore de dot.    mazu lugh Nyiangone, mbene maâbe ki bele nsua
le chef partage la nourriture, pas même une gazelle, il m’a donné.    sifu akab betsít, kaâ me ve mbene opwông opwông
même si    mbene
ne serait-ce que    mbene
depuis que je travaille, je voyage, puis je m’habille, ensuite je construis des maisons.    ave messègn, ve ke bikena, ve mbwar bitô, ve long menda
je pleure Odzamboga, mais nos ancêtres sont tous morts, ce sont eux qui connaissent le chemin pour m’y conduire.    mayi Odzamboga, ve betsira bemane awu, ébe bayem zen na meke wégn
je n’aime que toi.    madzing ve wa
je ne mange que des légumes.    madzi ve folong
ne t’amuse pas avec le fusil, de peur de mourir.    ke vuign ye zala, emare na ôza wu
j’étais en train de me baigner, subitement j’entendis ngofio, puis je m’habillai, ensuite je partis au village.    membe mééwobane, etem na ngofio, me ve bwar bitô, ve adza
on entendit les poules chanter.    ebè ana, bekú benga long
voici que la voiture arriva.    ebè ana, metua anga so
bien que je rigole, je suis fâché.    mefang wuègn, mawokh olune
même si    afang bo na
quoiqu’il en soit    afang bo nale
j’attends Ntsame, j’attends aussi Éyang, j’attends encore Mengue.    mayane Ntsame, mayane fe Éyang, mebera fe yane Mengue
voilà pourquoi    edo
alors    éti
or    ndo
mais    ndo
par conséquent    ndo
c’est ce que    ndo
or    ndeghe
mais    ndeghe
par conséquent    ndeghe
c’est ce que    ndeghe
or    nde
mais    nde
par conséquent    nde
c’est ce que    nde
à plus forte raison    ngaghane
combien plus    ngaghane
même    ngaghane
ou    nghe
ou bien    nghe
si    nghe
soit    nghe
que    nghe
ou    nghe ki
ou bien    nghe ki
si    nghe ki
soit    nghe ki
que    nghe ki
puisse-t-il arriver que    ngogho
même si    mben
ne serait-ce que    mben
lorsque j’étais jeune, mon père me parlait, puis me conseillait, ensuite m’enseignait la vie.    éyòng membe mong, tare ve kobe ma, ve lep ma, ve lere ma ane banîng
et lui de chasser les hommes    gne ve tsirane bot
de peur de    emare na
subitement    edeghe ana
sans y songer    edeghe ana
aussitôt    obobong
aussitôt    obobong wi
soudain    ebè ana
malgré    fang na
quoique    fang na
malgré    fang fogh
quoique    fang fogh
ô !    a !
ô père !    a tare !
ô mère !    a nane !
ô Dieu !    a Zame !
oh là là !    akiéé !
cri de dépit, de surprise désagréable    akô
cri de joie, de félicitation    awa
bravo    awa
pour imposer le silence, chasser les animaux domestiques    sa ! sa !
et l’assitance répond, brukh ! pour imposer le silence    si brukh !
quoi !    tsuôô !
ha çà !    tsuôô !
mes gens!    a borô!
écoutez !    bèghâne
attention !    bèghâne
à mon avis    ébe ma
selon moi    ébe ma
à mon avis    metâ na
selon moi    metâ na
à mon avis    massimane na
selon moi    massimane na
à mon avis    mabune na
selon moi    mabune na
bagarre    ndùm
bagarre    éyira
bagarre    ébom
bagarre    mebibane
lutte    messing
bagarre    ékum-kuma
bataille    ékum-kuma
bagarre    étsam-kuma
bataille    étsam-kuma
bataille    ébula ndúm
bagarre    alumane
bagarre    bita
bagarre    éfite
bagarre    abal
bagarre    awanga
bagarre    mekong
guerrier    mvô
guerrier    nlulumane
guerrier    nwanga
guerrier    édzima
guerrier    ntôtôkh
guerrier    éyokh
vengeance    bifelga
vengeance    nfelga
vengeance    kunega
vengeance    nkunega
vengeance    bifele
vengeance    akune
photographie    élengla
photographie    éyema
photographie    éfonane
photographie    nvegle
photographie    fôra
commérages    bidzôdzô
commérages    bitiètiè
commérages    bikobekobe
commérages    fóp
commérages    ôtéé
aimer les va-et-vient    agnegh éndegle
aimer les va-et-vient    agnegh minlomane
aimer les va-et-vient    agnegh ntsítsime
aimer les va-et-vient    agnegh ntsítsap
aimer les va-et-vient    aghegh messô ye meke
aimer les promenades    agnegh bimmo
aimer les promenades    agnegh dulu
aimer les promenades    agnegh awulu
aimer les promenades    agnegh afongane
orgueilleux    éngung
vaniteux    meveghe
orgueilleux    mebune
vaniteux    abiane
orgueilleux    kâ yem na mot aning
orgueilleux    kâ gnong na mot ane dzôm
orgueilleux    éngunga
vieille fille    ékomessua
vieille fille    éwôle wôsse
vieille fille    kara ya mang
femme facile    ndzi biom
femme facile    ôdôgle ovone
vieille fille    ôdôgle mbatt
femme facile    éndândâ
femme facile    kú beyeng
femme facile    évekh a minenga
femme facile    ve waâsili
femme facile    medzô mekur ékô
femme facile    badzàm
vieille fille    biy’ông a minenga
femme facile    édang dang
femme facile    ébo bo
femme facile    égnong gnong
femme facile    éfel oles
table    tebele
cigarette    siga
vote    vot
voiture    ôlôtô
baptême    batem
gâteau    égatô
nombre    nome
musique    mezik
allumette    alemet
fête    fet
lampe    láme
maître    massa
matelas    metela
pétrole    karassina
bureau    ofisse
serviette    tawolo
cuisine    kissin
boutique    sop
l'argent    mônô
oui    ya
l'heure    awala
saluer    assôme
se présenter    atú éyola
remercier    ave akiba
féliciter    assekh mot
encenser    assekh mot
vouloir    akôme dzam
souhaiter    akôme dzam
s’excuser    assile bidzame
salut ! bonjour !    mbôlô !
bonjour !    mbôlani !
je te salue !    malôme wa aku !
je te salue !    massôme wa !
je te salue !    mave we mbôlô !
au revoir !    mekàng !
à la prochaine !    ve éyòng éfe !
à tout à l’heure !    fogh ve den !
comment ça va ?    ye one nvogh ?
je vais bien    mene nvogh
cela va à peu près bien    mene mone nvogh
et toi ?    wa ki ?
mon frère et les nouvelles ?    moadzang63 mefuègn ?
et ta famille ?    nda bot dzüa ki?
et ta famille ?    é nvóng bot dzüa ki?
est-ce que tu t’accroches ?    ye oyeme ?
est-ce que tu pètes la forme ?    ye one nvogh minsône ?
est-ce que les affaires marchent ?    ye mam mawulu ?
c’est inimaginable!    ve si, ve dzô, ve zokh, ve oban !
à tes souhaits !    akô tsítsa !
veuillez m’écouter s’il vous plaît!    benghâne bè
comment ça va ?    nvogh ?
on se voit quand ?    biayenane oden ?
quand tu veux    éyòng wakôme
comme tu veux    ane wakôme
quand tu voudras    éyòng waye kôme
et alors ?    éyòng te ?
je suis malade    mene nkôkon
je suis malade    makon
de quoi souffres-tu ?    wakon dzé ?
j’ai les maux de tête    makon nnô minsim
heureux de te revoir !    mavakh na mabera we yéne
ça faisait longtemps !    mebema we yéne
moi de même    ma fe
à bientôt !    a na’a na
à tout à l’heure !    fogh ve nden
à la prochaine    fogh ve éyòng éfe
à ce soir    nden
à ce soir    mame meye
à ce soir    ngoghe
à demain    fogh ve òkírí
à dimanche    fogh ve é mos suan
amuse-toi bien !    yemeghe vüign !
bon appetit !    mbeba ndziane!
merci, bon appetit à toi!    ndziane mbeng !
bonne journée !    mbeba mos !
bonne nuit !    mbeba alú !
bon voyage !    mbeba dulu !
bon voyage !    mbeba ékena !
bon voyage !    owulghe nvogh !
Pardon, que dis-tu ?    wadzô na ndzé?
comment ?    na ndziang ?
même mon père Akomezok Meza n’avait pas vu pareille ânerie !    de tare Akomezok Meza andzi yén dzam, nde ma medangang yén !
je pars    mekang
je m'en vais    mekang
je suis arrivé    messoang
qu’est-ce que vous avez de grandes gueules !    abaga mina de bura megnu !
qu’est-ce que tu es riche !    abaga we de kúma !
qu’est-ce qu’ils ont du talent !    abaga be de minkenkeng !
les festivités    melú mefett
joyeux nöel!    mbeba fett yéssu anga bial!
bon dimanche !    mbeba sônô !
bonne arrivée    mbeba nsoane
bonne année !    mbeba mbú !
félicitations !    fogh ve ossû !
félicitations    mebet
excusez-moi    odzüghe ma
je suis désolé    odzüghe ma
pardon    éngôngol
s’il vous plaît    éngôngol
désolé    éngôngol
malheureux que je suis    ngogh ma
qu’il y a donc longtemps qu’on ne s’est pas vu…    nti
regarde    ta
voilà    ta
attention    ta
laisse-moi en paix !    dzameghe ma
merci    akiba
merci    abora
grand merci    akiba nnen
merci beaucoup    akiba abüign
je ne l’ai pas fais exprès    maâvang ki
de rien    dzam esse
il n’y a pas de quoi    dzam esse
avec plaisir    ye mbeba nnem
comme tu veux    ane wakôme
orienter    alep mot vôm
tournez à droite    kinglâne meyôm
tournez à gauche    kinglâne meya’a
arrêtez-vous ici    simeghe va
continue de marcher encore un peu    beregha wulu avitsang
traversez    kighâne
à droite    meyôm
à gauche    meya’a
tout droit    tetele
en arrière    ônvús
derrière    ônvús
en direction de    é vôm
en face de    ossû
devant    ossû
loin    oyáp
éloigné de    oyáp
près    bégn
à côté de    bébégn
vers    éfa
dans les environs de    étune
dedans    été
à l’intérieur de    été
